861	2.1186	2.6787e-008
862	2.1185	2.649e-008
863	2.1184	2.6197e-008
864	2.1183	2.5909e-008
865	2.1182	2.5624e-008
866	2.118	2.5343e-008
867	2.1179	2.5066e-008
868	2.1178	2.4792e-008
869	2.1177	2.4522e-008
870	2.1176	2.4256e-008
871	2.1175	2.3993e-008
872	2.1174	2.3734e-008
873	2.1172	2.3478e-008
874	2.1171	2.3225e-008
875	2.117	2.2976e-008
876	2.1169	2.273e-008
877	2.1168	2.2487e-008
878	2.1167	2.2247e-008
879	2.1166	2.2011e-008
880	2.1165	2.1777e-008
881	2.1163	2.1547e-008
882	2.1162	2.132e-008
883	2.1161	2.1095e-008
884	2.116	2.0873e-008
885	2.1159	2.0655e-008
886	2.1158	2.0439e-008
887	2.1157	2.0225e-008
888	2.1156	2.0015e-008
889	2.1155	1.9807e-008
890	2.1154	1.9602e-008
891	2.1153	1.9399e-008
892	2.1152	1.9199e-008
893	2.1151	1.9002e-008
894	2.1149	1.8807e-008
895	2.1148	1.8614e-008
896	2.1147	1.8424e-008
897	2.1146	1.8237e-008
898	2.1145	1.8051e-008
899	2.1144	1.7868e-008
900	2.1143	1.7687e-008
901	2.1142	1.7509e-008
902	2.1141	1.7332e-008
903	2.114	1.7158e-008
904	2.1139	1.6986e-008
905	2.1138	1.6816e-008
906	2.1137	1.6649e-008
907	2.1136	1.6483e-008
908	2.1135	1.6319e-008
909	2.1134	1.6157e-008
910	2.1133	1.5998e-008
911	2.1132	1.584e-008
912	2.1131	1.5684e-008
913	2.113	1.553e-008
914	2.1129	1.5378e-008
915	2.1128	1.5227e-008
916	2.1127	1.5079e-008
917	2.1126	1.4932e-008
918	2.1125	1.4787e-008
919	2.1124	1.4644e-008
920	2.1123	1.4503e-008
921	2.1122	1.4363e-008
922	2.1122	1.4225e-008
923	2.1121	1.4088e-008
924	2.112	1.3953e-008
925	2.1119	1.382e-008
926	2.1118	1.3688e-008
927	2.1117	1.3558e-008
928	2.1116	1.3429e-008
929	2.1115	1.3302e-008
930	2.1114	1.3177e-008
931	2.1113	1.3052e-008
932	2.1112	1.293e-008
933	2.1111	1.2808e-008
934	2.111	1.2688e-008
935	2.1109	1.257e-008
936	2.1109	1.2453e-008
937	2.1108	1.2337e-008
938	2.1107	1.2222e-008
939	2.1106	1.2109e-008
940	2.1105	1.1997e-008
941	2.1104	1.1887e-008
942	2.1103	1.1778e-008
943	2.1102	1.167e-008
944	2.1101	1.1563e-008
945	2.1101	1.1457e-008
946	2.11	1.1353e-008
947	2.1099	1.1249e-008
948	2.1098	1.1147e-008
949	2.1097	1.1046e-008
950	2.1096	1.0947e-008
951	2.1095	1.0848e-008
952	2.1094	1.075e-008
953	2.1094	1.0654e-008
954	2.1093	1.0559e-008
955	2.1092	1.0464e-008
956	2.1091	1.0371e-008
957	2.109	1.0279e-008
958	2.1089	1.0187e-008
959	2.1089	1.0097e-008
960	2.1088	1.0008e-008
961	2.1087	9.9198e-009
962	2.1086	9.8325e-009
963	2.1085	9.7462e-009
964	2.1084	9.6608e-009
965	2.1084	9.5763e-009
966	2.1083	9.4928e-009
967	2.1082	9.4102e-009
968	2.1081	9.3285e-009
969	2.108	9.2477e-009
970	2.108	9.1677e-009
971	2.1079	9.0886e-009
972	2.1078	9.0104e-009
973	2.1077	8.933e-009
974	2.1076	8.8564e-009
975	2.1076	8.7807e-009
976	2.1075	8.7057e-009
977	2.1074	8.6316e-009
978	2.1073	8.5582e-009
979	2.1072	8.4857e-009
980	2.1072	8.4139e-009
981	2.1071	8.3428e-009
982	2.107	8.2725e-009
983	2.1069	8.203e-009
984	2.1069	8.1342e-009
985	2.1068	8.0661e-009
986	2.1067	7.9987e-009
987	2.1066	7.932e-009
988	2.1065	7.8661e-009
989	2.1065	7.8008e-009
990	2.1064	7.7362e-009
991	2.1063	7.6722e-009
992	2.1062	7.6089e-009
993	2.1062	7.5463e-009
994	2.1061	7.4844e-009
995	2.106	7.423e-009
996	2.1059	7.3623e-009
997	2.1059	7.3023e-009
998	2.1058	7.2428e-009
999	2.1057	7.1839e-009
1000	2.1057	7.1257e-009
